index,comments,Label,LabelConfidence
17257643,Porridge has been very lumpy last couple of times but yoghurt pots been spot on,"Bad quality or taste,Good taste","1,1"
17255887,Love the crispy bacon,Good taste,1
17252195,Food was not good,Bad quality or taste,1
17254275,I ordered sausage. They gave me bacon. Getting a bit tired of my orders being wrong constantly.,Wrong or missing order,1
17255986,Lovely lady lovely service but requested extra hot and it was luke warm,"Good services,Bad food temperature,Wrong or missing order","1,1,1"
17254224,I only received 1 pico side for 2 taco chorizos. I will be specific in future.,Wrong or missing order,1
17252126,Food was amazing. You guys are awesome. Have a great day.,"Good taste,Good food quality,Good services","1,1,1"
17249844,Best Kit Kat ever brilliant chef,"Good taste,Good services","1,1"
17253972,Hot pot was very nice! Thanks!,Good taste,1
17256239,My first order was never received. I had to ask twice for my food to be made. Unacceptable. It took a half hour to get my food.,"Wrong or missing order,Waited too long,Bad service","1,1,1"
17257656,Portion of meat was kind of small.,Portion too small,1
17249221,Awesome soup!!,Good taste,1
17252837,Gabby said it was Mega delicious,Good taste,1
17251110,Eugenie and staff is very helpful.,Good services,1
17251899,Fantastic pie! Beans could do with slightly longer cooking.,"Good taste,Bad quality or taste","1,1"
17257417,Paid for whipped cream cheese and didn’t receive it. Had to eat a plain bagel. Very disappointed especially when they were not even busy.,Wrong or missing order,1
17255158,Items missing upon delivery,Wrong or missing order,1
17256193,More vegan options please,Not enough options,1
17254901,I was served the wrong flatbread. I ordered prosciutto and received the fig flat bread. The chefs remade the flat bread but it was very small compared to the photos,"Wrong or missing order,Misleading images,Portion too small","1,1,1"
17256919,Nice pancakes but 2 for a quid was a bit tight 😜,"Portion too small,Good taste","1,1"
17257066,Normal milk instead of oat milk,Not enough options,1
17252933,"Good still good as always but the new cash out software is really slow, the old system was better than the new one, please fix the new system, thanks","Global positive feedbacks,Global negative feedbacks","1,1"
17248849,All food & service is good,"Good food quality,Good taste,Good services","1,1,1"
17248984,Amazing as always but only got 1 sauce packet when 3 were ordered,"Global positive feedbacks,Wrong or missing order","1,1"
17252146,"Food was dry and tasted like it sat for an extended period of time. Chicken was tough and cold, bun was stale",Bad quality or taste,1
17254244,I ordered a jacket potato and tuna got the jacket potato and a tuna sandwich,Wrong or missing order,1
17252971,"Got the wrong bag of chips, but that was easy enough to fix",Wrong or missing order,1
17250234,Coffee was like water this morning,Bad quality or taste,1
17253153,Great meal,"Good taste,Good food quality","1,1"
17257746,Quality was great,Good food quality,1
17252257,Forgot avocado,Wrong or missing order,1
17249910,"both taste good, although arrived a bit late (guess due to weather). But the portion is still too small, even for ladies - i finished almost everything in these two main courses for lunch and feel just all right.","Good taste,Waited too long,Portion too small","1,1,1"
17249082,App doesn’t work,App to improve,1
17253094,great food! excellent service!,"Good taste,Good food quality,Good services","1,1,1"
17251992,Fish is too oily. Couldn't finish it.,Bad quality or taste,1
17257217,Onion banjo particularly tasty. Twelve app is slow and temperamental,"App to improve,Good taste","1,1"
17256003,Lovely staff!,Good services,1
17254922,I wish I didn't have to I close this survey every time I open the app.,App to improve,1
17254886,I was confused by having non peeled shrimp. It wasn't clear to me how to eat them with chop sticks.,Global negative feedbacks,1
17249238,Awesome. Thank you,Global positive feedbacks,1
17255925,Love this sandwich,Good taste,1
17257485,PICTURE VERY MISLEADING FOR THE FISH AND CHIPS AS IT SHOWS PEAS. AND THEY ARE NO LONGER PART OF THE DEAL. WHEN I QUESTIONED IT I WAS TOLD YEAH SORRY ABOUT THAT. WILL NO LONGER BE USEING THIS APP,"Misleading images,App to improve","1,1"
17252904,"Good food, thank you!","Good taste,Good food quality","1,1"
17254792,I ordered well advance of lunch and set my time to 12:05. My chili was not ready until 12:20 even though I ordered way early. The food was great but don’t have time to wait an extra 15 minutes when purposely scheduled the time.,"Waited too long,Good taste,Good food quality","1,1,1"
17251813,Excellent!,Global positive feedbacks,1
17252828,Fruit quality was poor,Bad quality or taste,1
17251078,Egg bowl was cold,Bad food temperature,1
17255937,Loved it thank you,Global positive feedbacks,1
17249232,Awesome!! The impossible burger was cooked to absolute perfection!,"Good taste,Good food quality","1,1"
17251858,Fabulous,Global positive feedbacks,1
17250813,Couldn’t find the bananas,Wrong or missing order,1
17256260,My lunch payment transaction did not go through yesterday so I paid for it,Global negative feedbacks,1
17249981,Buitifulll. But needs egg on bacon butty,"Global positive feedbacks,Global negative feedbacks","1,1"
17255120,It will be great to show the nutrition details,App to improve,1
17254793,I orders the breakfast potatoes and got a bunch of tomatoes…. With my eggs,Wrong or missing order,1
17256862,Need to add diet Mt Dew to bottled soda,Not enough options,1
17254222,"I noticed when ordering from a kiosk, even if I use a fake name, it still prints my real name and ties my order to my Twelve account. Curious why?",Global negative feedbacks,1
17256235,My favourite,Global positive feedbacks,1
17252280,French fries were cold and soggy. Chicken tenders were cold and over cooked. Will not recommend or order again for some time,"Bad quality or taste,Bad food temperature","1,1"
17252127,Food was backed up and ended up late to meeting!,Waited too long,1
17257658,"Portion size a bit small on meatloaf. The meatloaf was very good. Also, would be nice to have a small side salad.","Portion too small,Good taste,Not enough options","1,1,1"
17252041,Food choices don’t always suit - More simple plain choices for those who don’t eat salads,Not enough options,1
17257672,Portion sizes seemed small,Portion too small,1
17255272,Late and drink was missing,"Wrong or missing order,Waited too long","1,1"
17257288,"Order was extremely late, making me late for a meeting. Once I got to my office I also realised the order was wrong. No one let me know there was going to be a delay and numerous other customers who ordered after me received their orders before mine.","Waited too long,Wrong or missing order","1,1"
17251167,Everything was great !,Global positive feedbacks,1
17250147,Chicken was cold and the roasted corn tasted like it had sat out for 2 weeks!! We need better food and way more selection! This place is horrible!,"Bad food temperature,Bad quality or taste,Not enough options","1,1,1"
17253840,Grilled chicken was too hard and chewy,Bad quality or taste,1
17257283,Order took longer than expected. Quality of the Mojo Salad has gone down recently. The portion seems smaller and ingredients aren’t as fresh.,"Waited too long,Bad quality or taste,Portion too small","1,1,1"
17256067,May I request that honey be available for oatmeal...as well as some kind of nut like walnuts or almonds?,Not enough options,1
17253833,Greek salad is a bit small. Suggest adding fried halloumi,"Portion too small,Not enough options","1,1"
17251949,Find it confusing when things are crossed out / unavailable when there is a note saying things like “7 items remaining “,App to improve,1
17257748,Quantity is very less,Portion too small,1
17253834,Greek salad was delicious,Good taste,1
17257719,Pretty bland for tacos,Bad quality or taste,1
17253027,Great Burrito bowl. Keeping as a favorite.,"Good taste,Good food quality","1,1"
17257483,Picture shows 3 biscuits with ground sausage. Gravy was watered down and only recieved 1biscuit split in half. Will not order again.,"Misleading images,Bad quality or taste","1,1"
17254932,I would like if my food was left in cafe 66 and not taken to stamping every time,Global negative feedbacks,1
17257092,Not enough banana bread in the breakfast pot.,Portion too small,1
17257364,Ordered Sandwiches not ready at pick up.,Waited too long,1
17256809,My salad had the wrong salad dressing.,Wrong or missing order,1
17250181,"Chip were regular Lays, not baked",Wrong or missing order,1
17254188,"I liked the mole, nicely balanced and good flavor. But the tom kha gai soup did not bear any resemblance to any tom kha gai soup I’ve had and was really lacking inthe flavors that make it one of my favorites. I literally ate only a few spoonfuls.","Good taste,Bad quality or taste","1,1"
